station_id,station_name,city,metro_line_id,line_name,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,transfer_count,avg_dwell_time,queue_length_at_gate,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,hour,minute,day,month,year,day_of_week_number,peak_period
KOL014,Kalighat,Kolkata,L_BLUE,Blue,Central,Regular,0,3,14,6,2,12,18,2003,901,2303,6,Transit Hub,Metro;Bus,Tier-2,19-20,Friday,0,Outbound,KOL014-P1,2821,2209,165,2.21,32,6,10.0,1800,0.276,1756,603,103,2484,3353,397,0,Unknown,1,City Festival,0,1,Rain,27.4,4.3,69,0,Unknown,0.0,0,0,0,9.33,8,1,19,0,10,7,2026,4,Evening Peak
DEL013,Rajouri Garden,Delhi,L_BLUE_PINK,Blue-Pink,Central,Interchange,1,3,8,8,3,4,17,2258,1016,2596,13,Mixed Use,Metro;Rail;Bus,Tier-2,19-20,Friday,0,Outbound,DEL013-P1,3104,2435,621,3.93,17,7,8.6,1800,0.296,2168,483,262,3129,4224,500,0,Unknown,1,City Festival,0,1,Rain,35.6,12.5,86,0,Unknown,0.0,0,0,0,9.41,8,1,19,0,10,7,2026,4,Evening Peak
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,11,8,5,4,12,2080,936,2392,13,Mixed Use,Metro;Bus,Tier-1,19-20,Friday,0,Outbound,MUM012-P1,2952,2693,179,2.24,16,10,6.0,2200,0.2,1794,295,246,3194,4311,511,0,Unknown,1,City Festival,0,1,Rain,29.0,12.4,119,0,Unknown,0.0,0,0,0,8.39,8,0,19,0,10,7,2026,4,Evening Peak
KOL008,Mahatma Gandhi Road,Kolkata,L_BLUE,Blue,Central,Regular,0,4,15,5,3,4,10,1940,873,2231,24,Mixed Use,Metro;Auto;Bus,Tier-2,19-20,Friday,0,Inbound,KOL008-P1,2400,2261,149,5.28,23,8,7.5,1500,0.212,1332,412,174,2405,3246,384,0,Unknown,1,City Festival,0,1,Rain,31.3,12.5,79,0,Unknown,0.0,0,0,0,5.74,8,0,19,0,10,7,2026,4,Evening Peak
HYD008,Punjagutta,Hyderabad,L_RED,Red,Central,Regular,0,2,6,2,3,7,23,1936,871,2226,21,Office,Metro;Auto;Bus,Tier-2,19-20,Friday,0,Inbound,HYD008-P1,1970,1763,112,6.71,7,9,6.7,1200,0.2,1390,255,117,2172,2932,347,0,Unknown,1,City Festival,0,1,Light Rain,24.7,7.5,86,0,Unknown,0.0,0,0,0,9.64,8,0,19,0,10,7,2026,4,Evening Peak
JAI007,Railway Station,Jaipur,L_PINK,Pink,Central,Regular,0,3,8,8,5,9,21,1663,748,1912,13,Transit Hub,Metro;Bus,Tier-3,19-20,Friday,0,Outbound,JAI007-P1,1037,1040,66,5.04,20,8,7.5,1200,0.2,691,176,92,1080,1458,172,0,Unknown,1,City Festival,0,1,Clear,23.3,0.0,119,0,Unknown,0.0,0,0,0,10.07,8,0,19,0,10,7,2026,4,Evening Peak
CHE009,Saidapet,Chennai,L_BLUE,Blue,Central,Regular,0,4,7,3,2,7,22,2031,913,2335,7,Office,Metro;Cab;Bus,Tier-2,19-20,Friday,0,Outbound,CHE009-P1,2649,1929,173,3.65,23,7,8.6,1500,0.269,1732,404,226,2398,3237,383,0,Unknown,1,City Festival,0,1,Clear,30.8,0.0,170,0,Unknown,0.0,0,0,0,7.82,8,1,19,0,10,7,2026,4,Evening Peak
HYD015,Secunderabad East,Hyderabad,L_RED,Red,Central,Regular,0,3,15,6,4,7,12,2157,970,2480,27,Transit Hub,Metro;Auto;Bus,Tier-1,19-20,Friday,0,Outbound,HYD015-P1,1940,1949,97,3.27,3,8,7.5,2200,0.2,1241,332,182,2419,3265,387,0,Unknown,1,City Festival,0,1,Cloudy,32.7,1.8,71,0,Unknown,0.0,0,0,0,9.75,8,0,19,0,10,7,2026,4,Evening Peak
CHE001,Chennai Central,Chennai,L_BLUE_GREEN,Blue-Green,Central,Interchange,1,2,11,3,4,14,9,1626,731,1869,19,Residential,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Outbound,CHE001-P1,1787,1666,260,3.66,13,6,10.0,1500,0.227,1213,230,95,1670,2254,267,0,Unknown,1,City Festival,0,1,Rain,33.7,9.0,107,0,Unknown,0.0,0,0,0,7.91,8,0,19,0,10,7,2026,4,Evening Peak
LKO020,Indira Nagar,Lucknow,L_RED,Red,Central,Terminal,0,3,7,3,4,14,12,2122,954,2440,8,Mixed Use,Metro;Rail;Bus,Tier-1,19-20,Friday,0,Outbound,LKO020-P1,1604,1593,83,5.3,13,8,7.5,2200,0.2,968,179,54,1629,2199,260,0,Unknown,1,City Festival,0,1,Clear,29.7,0.0,202,0,Unknown,0.0,0,0,0,9.08,8,0,19,0,10,7,2026,4,Evening Peak
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,Central,Interchange,1,2,11,7,3,9,18,2029,913,2333,9,Mixed Use,Metro;Bus,Tier-3,19-20,Friday,0,Outbound,MUM011-P1,2495,2099,470,2.36,16,8,7.5,1200,0.309,1574,271,100,2709,3657,433,0,Unknown,1,City Festival,0,1,Light Rain,26.0,11.2,120,0,Unknown,0.0,0,0,0,7.52,8,0,19,0,10,7,2026,4,Evening Peak
DEL014,Janakpuri West,Delhi,L_BLUE_MAGENTA,Blue-Magenta,Central,Interchange,1,4,16,4,3,14,10,2249,1012,2586,20,Office,Metro;Cab;Bus,Tier-2,19-20,Friday,0,Inbound,DEL014-P1,3793,3312,777,5.01,14,6,10.0,2200,0.346,2596,724,247,3117,4207,498,0,Unknown,1,City Festival,0,1,Clear,25.4,0.0,73,0,Unknown,0.0,0,0,0,7.19,8,0,19,0,10,7,2026,4,Evening Peak
LKO005,Singar Nagar,Lucknow,L_RED,Red,Central,Regular,0,3,12,4,4,11,9,1789,805,2057,11,Transit Hub,Metro;Auto;Bus,Tier-3,19-20,Friday,0,Inbound,LKO005-P1,1492,1231,72,6.91,24,6,10.0,1800,0.2,1037,198,120,1373,1853,219,0,Unknown,1,City Festival,0,1,Rain,25.0,6.2,63,0,Unknown,0.0,0,0,0,7.8,8,0,19,0,10,7,2026,4,Evening Peak
CHE016,Egmore,Chennai,L_BLUE,Blue,Central,Regular,0,3,9,2,2,4,13,2284,1027,2626,21,Office,Metro;Rail;Bus,Tier-1,19-20,Friday,0,Outbound,CHE016-P1,2429,2546,151,3.14,18,10,6.0,1500,0.2,1615,245,195,2697,3640,431,0,Unknown,1,City Festival,0,1,Cloudy,35.6,0.0,203,0,Unknown,0.0,0,0,0,7.39,8,0,19,0,10,7,2026,4,Evening Peak
KOC014,Town Hall,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,16,6,4,9,24,2269,1021,2609,8,Education,Metro;Bus,Tier-1,19-20,Friday,0,Outbound,KOC014-P1,1717,1150,96,4.37,8,10,6.0,1200,0.2,1029,277,68,1607,2169,257,0,Unknown,1,City Festival,0,1,Light Rain,26.5,6.8,136,0,Unknown,0.0,0,0,0,10.3,8,0,19,0,10,7,2026,4,Evening Peak
HYD018,Tarnaka,Hyderabad,L_BLUE,Blue,Central,Regular,0,2,13,2,4,14,17,2193,986,2521,19,Transit Hub,Metro;Cab;Bus,Tier-1,19-20,Friday,0,Inbound,HYD018-P1,2461,2360,150,4.95,25,9,6.7,1500,0.2,1626,326,237,2460,3321,393,0,Unknown,1,City Festival,0,1,Clear,32.5,0.0,97,0,Unknown,0.0,0,0,0,8.59,8,0,19,0,10,7,2026,4,Evening Peak
KOL005,Belgachia,Kolkata,L_BLUE,Blue,Central,Regular,0,3,11,3,3,4,10,1859,836,2137,9,Commercial,Metro;Auto;Bus,Tier-2,19-20,Friday,0,Inbound,KOL005-P1,2464,2434,157,2.05,16,10,6.0,1200,0.218,1404,326,191,2305,3111,368,0,Unknown,1,City Festival,0,1,Cloudy,30.1,0.7,182,0,Unknown,0.0,0,0,0,8.19,8,0,19,0,10,7,2026,4,Evening Peak
CHE013,Thousand Lights,Chennai,L_BLUE,Blue,Central,Regular,0,2,12,5,3,5,8,2220,999,2553,26,Mixed Use,Metro;Cab;Bus,Tier-1,19-20,Friday,0,Outbound,CHE013-P1,2589,2388,167,3.14,9,11,5.5,1200,0.209,1582,496,80,2621,3538,419,0,Unknown,1,City Festival,0,1,Light Rain,29.8,5.9,67,0,Unknown,0.0,0,0,0,7.71,8,0,19,0,10,7,2026,4,Evening Peak
KOL009,Central,Kolkata,L_BLUE,Blue,Central,Regular,0,2,17,2,2,14,10,1780,801,2046,5,Residential,Metro;Cab;Bus,Tier-3,19-20,Friday,0,Inbound,KOL009-P1,2326,1797,136,6.43,16,8,7.5,1500,0.205,1333,331,204,2207,2979,353,0,Unknown,1,City Festival,0,1,Rain,33.0,1.5,116,0,Unknown,0.0,0,0,0,8.46,8,1,19,0,10,7,2026,4,Evening Peak
KOC009,Edapally,Kochi,L_LINE_1,Line 1,Central,Regular,0,3,6,5,2,11,15,2029,913,2333,26,Office,Metro;Cab;Bus,Tier-2,19-20,Friday,0,Inbound,KOC009-P1,1583,1468,83,6.44,17,9,6.7,1500,0.2,1174,331,141,1437,1939,229,0,Unknown,1,City Festival,0,1,Cloudy,33.4,0.7,162,0,Unknown,0.0,0,0,0,6.27,8,0,19,0,10,7,2026,4,Evening Peak
HYD005,Balanagar,Hyderabad,L_RED,Red,Central,Regular,0,4,8,3,3,14,14,1853,833,2130,25,Mixed Use,Metro;Rail;Bus,Tier-2,19-20,Friday,0,Inbound,HYD005-P1,2035,1991,102,2.6,20,10,6.0,2200,0.2,1339,354,153,2078,2805,332,0,Unknown,1,City Festival,0,1,Clear,25.4,0.0,155,0,Unknown,0.0,0,0,0,8.12,8,0,19,0,10,7,2026,4,Evening Peak
LKO014,KD Singh Babu Stadium,Lucknow,L_RED,Red,Central,Regular,0,4,7,8,4,11,20,2235,1005,2570,18,Mixed Use,Metro;Cab;Bus,Tier-1,19-20,Friday,0,Inbound,LKO014-P1,1641,1685,115,2.99,1,7,8.6,2200,0.2,952,280,123,1715,2315,274,0,Unknown,1,City Festival,0,1,Rain,33.9,6.3,158,0,Unknown,0.0,0,0,0,7.12,8,0,19,0,10,7,2026,4,Evening Peak
KOC019,Elamkulam,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,16,5,2,14,10,2067,930,2377,24,Commercial,Metro;Auto;Bus,Tier-2,19-20,Friday,0,Outbound,KOC019-P1,1156,1411,81,6.78,0,8,7.5,1200,0.2,660,138,50,1464,1976,234,0,Unknown,1,City Festival,0,1,Clear,26.9,0.0,104,0,Unknown,0.0,0,0,0,6.8,8,0,19,0,10,7,2026,4,Evening Peak
KOC010,Changampuzha Park,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,10,7,3,6,24,1781,801,2048,24,Mixed Use,Metro;Auto;Bus,Tier-3,19-20,Friday,0,Inbound,KOC010-P1,1072,1158,68,2.97,17,10,6.0,1800,0.2,592,183,83,1261,1702,201,0,Unknown,1,City Festival,0,1,Clear,26.7,0.0,112,0,Unknown,0.0,0,0,0,8.06,8,0,19,0,10,7,2026,4,Evening Peak
MUM006,Chakala,Mumbai,L_LINE_1,Line 1,Central,Regular,0,4,11,2,4,6,12,1704,766,1959,10,Transit Hub,Metro;Bus,Tier-3,19-20,Friday,0,Outbound,MUM006-P1,2746,2008,180,3.2,2,11,5.5,1500,0.2,1905,517,147,2616,3531,418,0,Unknown,1,City Festival,0,1,Cloudy,30.3,1.4,110,0,Unknown,0.0,0,0,0,10.93,8,1,19,0,10,7,2026,4,Evening Peak
CHE008,Little Mount,Chennai,L_BLUE,Blue,Central,Regular,0,2,12,7,3,14,24,2004,901,2304,7,Mixed Use,Metro;Bus,Tier-2,19-20,Friday,0,Outbound,CHE008-P1,2650,2475,150,2.35,13,8,7.5,1500,0.233,1546,517,166,2367,3195,378,0,Unknown,1,City Festival,0,1,Cloudy,26.6,0.6,147,0,Unknown,0.0,0,0,0,10.95,8,0,19,0,10,7,2026,4,Evening Peak
PUN015,Anand Nagar,Pune,L_LINE_2,Line 2,Central,Regular,0,3,9,5,3,10,9,1947,876,2239,21,Transit Hub,Metro;Cab;Bus,Tier-2,19-20,Friday,0,Outbound,PUN015-P1,1975,2004,106,2.31,15,8,7.5,1800,0.2,1174,364,99,2069,2793,331,0,Unknown,1,City Festival,0,1,Light Rain,23.2,4.2,146,0,Unknown,0.0,0,0,0,6.46,8,0,19,0,10,7,2026,4,Evening Peak
BLR016,Mantri Square Sampige Road,Bengaluru,L_GREEN,Green,Central,Regular,0,4,17,7,2,5,25,2218,998,2550,16,Education,Metro;Cab;Bus,Tier-1,19-20,Friday,0,Outbound,BLR016-P1,2581,2735,140,6.59,1,7,8.6,1800,0.216,1467,260,164,3012,4066,481,0,Unknown,1,City Festival,0,1,Clear,32.9,0.0,63,0,Unknown,0.0,0,0,0,7.05,8,0,19,0,10,7,2026,4,Evening Peak
HYD011,Lakdi-ka-pul,Hyderabad,L_RED,Red,Central,Regular,0,3,13,6,5,6,15,1799,809,2068,13,Residential,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Outbound,HYD011-P1,2098,1596,130,6.04,1,8,7.5,2200,0.2,1356,457,184,2018,2724,322,0,Unknown,1,City Festival,0,1,Clear,35.1,0.0,145,0,Unknown,0.0,0,0,0,9.11,8,0,19,0,10,7,2026,4,Evening Peak
CHE020,Vadapalani,Chennai,L_GREEN,Green,Central,Terminal,0,3,15,3,3,10,18,2208,993,2539,20,Office,Metro;Rail;Bus,Tier-1,19-20,Friday,0,Outbound,CHE020-P1,2495,2646,158,2.88,10,6,10.0,1800,0.246,1751,285,108,2607,3519,417,0,Unknown,1,City Festival,0,1,Cloudy,32.7,0.8,59,0,Unknown,0.0,0,0,0,6.48,8,0,19,0,10,7,2026,4,Evening Peak
BLR011,Baiyappanahalli,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,8,3,3,9,8,1783,802,2050,3,Education,Metro;Auto;Bus,Tier-3,19-20,Friday,0,Outbound,BLR011-P1,2622,2131,144,4.15,29,10,6.0,1200,0.231,1871,531,198,2421,3268,387,0,Unknown,1,City Festival,0,1,Clear,35.4,0.0,138,0,Unknown,0.0,0,0,0,7.13,8,0,19,0,10,7,2026,4,Evening Peak
DEL015,Botanical Garden,Delhi,L_BLUE_MAGENTA,Blue-Magenta,Central,Interchange,1,3,17,7,5,5,21,2527,1137,2906,26,Commercial,Metro;Rail;Bus,Tier-1,19-20,Friday,0,Outbound,DEL015-P1,3492,3466,602,6.84,13,9,6.7,1500,0.303,2539,454,188,3503,4729,560,0,Unknown,1,City Festival,0,1,Rain,23.6,2.1,118,0,Unknown,0.0,0,0,0,7.02,8,0,19,0,10,7,2026,4,Evening Peak
PUN007,Bopodi,Pune,L_LINE_1,Line 1,Central,Regular,0,2,7,5,5,13,11,1610,724,1851,6,Education,Metro;Cab;Bus,Tier-3,19-20,Friday,0,Outbound,PUN007-P1,2065,1530,115,2.19,14,8,7.5,1500,0.2,1451,227,153,1711,2309,273,0,Unknown,1,City Festival,0,1,Cloudy,35.9,1.1,189,0,Unknown,0.0,0,0,0,6.58,8,1,19,0,10,7,2026,4,Evening Peak
BLR009,Hoodi,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,12,3,5,6,18,1708,768,1964,13,Transit Hub,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Inbound,BLR009-P1,2675,2109,164,3.92,8,7,8.6,1500,0.27,1909,331,90,2319,3130,371,0,Unknown,1,City Festival,0,1,Rain,24.7,5.7,182,0,Unknown,0.0,0,0,0,7.54,8,1,19,0,10,7,2026,4,Evening Peak
KOL020,Phoolbagan,Kolkata,L_GREEN,Green,Central,Terminal,0,4,10,5,3,10,24,2399,1079,2758,7,Commercial,Metro;Bus,Tier-1,19-20,Friday,0,Outbound,KOL020-P1,2914,2202,181,3.82,15,10,6.0,2200,0.2,1960,620,285,2974,4014,475,0,Unknown,1,City Festival,0,1,Clear,32.7,0.0,131,0,Unknown,0.0,0,0,0,8.18,8,0,19,0,10,7,2026,4,Evening Peak
PUN006,Dapodi,Pune,L_LINE_1,Line 1,Central,Regular,0,3,17,7,5,5,10,1569,706,1804,17,Office,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Inbound,PUN006-P1,1920,1442,123,5.42,0,6,10.0,1800,0.2,1338,340,132,1667,2250,266,0,Unknown,1,City Festival,0,1,Clear,24.4,0.0,167,0,Unknown,0.0,0,0,0,7.17,8,1,19,0,10,7,2026,4,Evening Peak
KOL019,Sealdah,Kolkata,L_GREEN,Green,Central,Regular,0,3,16,4,2,13,24,2492,1121,2865,3,Transit Hub,Metro;Rail;Bus,Tier-1,19-20,Friday,0,Inbound,KOL019-P1,3395,2865,165,4.11,27,10,6.0,1800,0.2,2478,591,308,3089,4170,494,0,Unknown,1,City Festival,0,1,Cloudy,28.2,0.2,170,0,Unknown,0.0,0,0,0,7.52,8,0,19,0,10,7,2026,4,Evening Peak
BLR004,Pattandur Agrahara,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,11,6,3,6,15,1659,746,1907,14,Mixed Use,Metro;Bus,Tier-3,19-20,Friday,0,Inbound,BLR004-P1,2679,2213,129,5.77,13,10,6.0,1800,0.2,1917,379,254,2252,3040,360,0,Unknown,1,City Festival,0,1,Light Rain,34.3,9.7,140,0,Unknown,0.0,0,0,0,8.91,8,1,19,0,10,7,2026,4,Evening Peak
CHE018,Kilpauk,Chennai,L_GREEN,Green,Central,Regular,0,4,8,8,4,9,19,2350,1057,2702,4,Transit Hub,Metro;Auto;Bus,Tier-1,19-20,Friday,0,Inbound,CHE018-P1,3481,2761,240,3.07,31,10,6.0,2200,0.2,2282,737,340,2774,3744,443,0,Unknown,1,City Festival,0,1,Rain,23.6,11.7,137,0,Unknown,0.0,0,0,0,5.28,8,1,19,0,10,7,2026,4,Evening Peak
KOL003,Noapara,Kolkata,L_BLUE,Blue,Central,Regular,0,2,9,2,4,12,8,1607,723,1848,23,Commercial,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Inbound,KOL003-P1,2324,1443,135,2.26,1,9,6.7,2200,0.2,1602,497,164,1992,2689,318,0,Unknown,1,City Festival,0,1,Rain,28.0,13.8,208,0,Unknown,0.0,0,0,0,7.26,8,1,19,0,10,7,2026,4,Evening Peak
HYD002,JNTU College,Hyderabad,L_RED,Red,Central,Regular,0,3,13,7,4,12,20,1466,659,1685,12,Mixed Use,Metro;Cab;Bus,Tier-3,19-20,Friday,0,Inbound,HYD002-P1,1746,1420,85,4.15,23,7,8.6,2200,0.2,1256,186,59,1644,2219,263,0,Unknown,1,City Festival,0,1,Rain,32.6,7.6,180,0,Unknown,0.0,0,0,0,7.96,8,0,19,0,10,7,2026,4,Evening Peak
LKO009,Durgapuri,Lucknow,L_RED,Red,Central,Regular,0,2,12,6,5,14,8,1890,850,2173,26,Transit Hub,Metro;Bus,Tier-2,19-20,Friday,0,Outbound,LKO009-P1,1429,1654,97,4.45,7,7,8.6,1500,0.2,1018,231,129,1450,1957,232,0,Unknown,1,City Festival,0,1,Light Rain,28.6,5.6,76,0,Unknown,0.0,0,0,0,7.9,8,0,19,0,10,7,2026,4,Evening Peak
HYD006,Moosapet,Hyderabad,L_RED,Red,Central,Regular,0,4,6,6,4,9,9,1643,739,1889,7,Residential,Metro;Cab;Bus,Tier-3,19-20,Friday,0,Inbound,HYD006-P1,1586,1621,81,6.59,19,7,8.6,1500,0.2,972,228,99,1843,2488,294,0,Unknown,1,City Festival,0,1,Cloudy,27.2,0.2,206,0,Unknown,0.0,0,0,0,8.34,8,0,19,0,10,7,2026,4,Evening Peak
LKO007,Alambagh Bus Stand,Lucknow,L_RED,Red,Central,Regular,0,4,15,3,3,7,24,1706,767,1961,25,Education,Metro;Auto;Bus,Tier-3,19-20,Friday,0,Outbound,LKO007-P1,1423,1410,79,2.57,21,9,6.7,1500,0.2,846,254,58,1309,1767,209,0,Unknown,1,City Festival,0,1,Clear,26.3,0.0,75,0,Unknown,0.0,0,0,0,8.58,8,0,19,0,10,7,2026,4,Evening Peak
JAI005,Ram Nagar,Jaipur,L_PINK,Pink,Central,Regular,0,2,9,3,4,4,18,1776,799,2042,19,Transit Hub,Metro;Cab;Bus,Tier-3,19-20,Friday,0,Inbound,JAI005-P1,1277,797,91,2.74,16,7,8.6,2200,0.2,748,134,70,1153,1556,184,0,Unknown,1,City Festival,0,1,Cloudy,34.7,0.7,75,0,Unknown,0.0,0,0,0,6.24,8,0,19,0,10,7,2026,4,Evening Peak
CHE002,High Court,Chennai,L_BLUE,Blue,Central,Regular,0,4,12,5,3,7,22,1681,756,1933,23,Residential,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Inbound,CHE002-P1,1961,1749,108,4.99,19,6,10.0,2200,0.2,1144,396,156,1985,2679,317,0,Unknown,1,City Festival,0,1,Cloudy,24.3,1.7,144,0,Unknown,0.0,0,0,0,7.98,8,0,19,0,10,7,2026,4,Evening Peak
BLR002,Hopefarm Channasandra,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,17,2,4,7,9,1554,699,1787,16,Office,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Inbound,BLR002-P1,2224,1852,155,1.51,18,9,6.7,2200,0.2,1379,466,120,2111,2849,337,0,Unknown,1,City Festival,0,1,Light Rain,35.1,5.8,121,0,Unknown,0.0,0,0,0,9.23,8,0,19,0,10,7,2026,4,Evening Peak
DEL016,Noida Sector 18,Delhi,L_BLUE,Blue,Central,Regular,0,4,8,2,3,9,14,2265,1019,2604,25,Commercial,Metro;Rail;Bus,Tier-1,19-20,Friday,0,Outbound,DEL016-P1,3620,2582,206,5.28,22,6,10.0,1800,0.354,2213,505,202,3610,4873,577,0,Unknown,1,City Festival,0,1,Cloudy,23.1,0.9,84,0,Unknown,0.0,0,0,0,8.95,8,1,19,0,10,7,2026,4,Evening Peak
MUM013,Borivali West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,6,7,3,5,22,2039,917,2344,18,Mixed Use,Metro;Cab;Bus,Tier-2,19-20,Friday,0,Outbound,MUM013-P1,2753,2978,149,2.38,11,7,8.6,1200,0.345,1765,470,91,3130,4225,500,0,Unknown,1,City Festival,0,1,Rain,25.3,11.1,151,0,Unknown,0.0,0,0,0,10.52,8,0,19,0,10,7,2026,4,Evening Peak
KOL004,Dum Dum,Kolkata,L_BLUE,Blue,Central,Regular,0,4,8,3,2,6,14,1752,788,2014,8,Mixed Use,Metro;Cab;Bus,Tier-3,19-20,Friday,0,Outbound,KOL004-P1,2323,2363,113,6.03,21,7,8.6,1800,0.2,1611,412,208,2173,2933,347,0,Unknown,1,City Festival,0,1,Cloudy,24.7,1.0,69,0,Unknown,0.0,0,0,0,6.95,8,0,19,0,10,7,2026,4,Evening Peak
CHE014,LIC,Chennai,L_BLUE,Blue,Central,Regular,0,4,11,6,3,14,16,2292,1031,2635,19,Residential,Metro;Bus,Tier-1,19-20,Friday,0,Outbound,CHE014-P1,2783,2272,138,2.45,8,9,6.7,1800,0.2,1933,378,137,2706,3653,432,0,Unknown,1,City Festival,0,1,Clear,32.0,0.0,76,0,Unknown,0.0,0,0,0,6.16,8,0,19,0,10,7,2026,4,Evening Peak
BLR006,ITPL,Bengaluru,L_PURPLE,Purple,Central,Regular,0,3,12,7,5,4,24,1776,799,2042,15,Mixed Use,Metro;Bus,Tier-3,19-20,Friday,0,Outbound,BLR006-P1,2272,2239,159,5.86,20,11,5.5,2200,0.2,1332,374,97,2411,3254,385,0,Unknown,1,City Festival,0,1,Clear,34.0,0.0,151,0,Unknown,0.0,0,0,0,7.63,8,0,19,0,10,7,2026,4,Evening Peak
LKO012,Sachivalaya,Lucknow,L_RED,Red,Central,Regular,0,2,8,5,3,14,10,2070,931,2380,24,Commercial,Metro;Bus,Tier-1,19-20,Friday,0,Outbound,LKO012-P1,1683,1411,81,5.79,26,6,10.0,2200,0.2,1119,353,112,1589,2145,254,0,Unknown,1,City Festival,0,1,Rain,32.1,10.0,169,0,Unknown,0.0,0,0,0,9.74,8,0,19,0,10,7,2026,4,Evening Peak
PUN012,Mahatma Phule Mandai,Pune,L_LINE_1,Line 1,Central,Regular,0,3,17,7,4,10,19,1818,818,2090,22,Mixed Use,Metro;Cab;Bus,Tier-2,19-20,Friday,0,Outbound,PUN012-P1,2352,1390,147,5.14,23,10,6.0,1500,0.2,1521,436,108,1932,2608,309,0,Unknown,1,City Festival,0,1,Cloudy,25.3,0.8,191,0,Unknown,0.0,0,0,0,8.68,8,1,19,0,10,7,2026,4,Evening Peak
KOC006,Kalamassery,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,17,6,5,6,12,1762,792,2026,16,Residential,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Outbound,KOC006-P1,1073,1148,55,2.31,23,7,8.6,2200,0.2,801,179,64,1248,1684,199,0,Unknown,1,City Festival,0,1,Clear,29.2,0.0,84,0,Unknown,0.0,0,0,0,9.6,8,0,19,0,10,7,2026,4,Evening Peak
HYD004,Kukatpally,Hyderabad,L_RED,Red,Central,Regular,0,3,7,2,4,9,16,1500,675,1724,4,Transit Hub,Metro;Auto;Bus,Tier-3,19-20,Friday,0,Inbound,HYD004-P1,1669,1518,92,2.07,27,9,6.7,1200,0.2,1219,365,87,1682,2270,269,0,Unknown,1,City Festival,0,1,Cloudy,27.7,0.3,126,0,Unknown,0.0,0,0,0,9.14,8,0,19,0,10,7,2026,4,Evening Peak
BLR005,Sri Sathya Sai Hospital,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,15,4,5,14,22,1570,706,1805,25,Office,Metro;Rail;Bus,Tier-3,19-20,Friday,0,Inbound,BLR005-P1,2037,1579,142,5.22,21,8,7.5,1500,0.2,1376,277,103,2132,2878,341,0,Unknown,1,City Festival,0,1,Light Rain,24.0,1.4,76,0,Unknown,0.0,0,0,0,8.17,8,1,19,0,10,7,2026,4,Evening Peak
PUN010,District Court,Pune,L_LINE_1_2,Line 1-2,Central,Interchange,1,3,7,5,4,4,18,2341,1053,2692,9,Commercial,Metro;Auto;Bus,Tier-2,19-20,Friday,0,Inbound,PUN010-P1,2089,1946,363,4.47,11,12,5.0,1200,0.2,1383,247,81,2163,2920,346,0,Unknown,1,City Festival,0,1,Light Rain,34.0,13.0,187,0,Unknown,0.0,0,0,0,4.6,8,0,19,0,10,7,2026,4,Evening Peak
MUM016,Goregaon West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,15,2,2,12,9,1962,882,2256,14,Education,Metro;Cab;Bus,Tier-2,19-20,Friday,0,Outbound,MUM016-P1,3095,2668,199,2.11,9,7,8.6,1500,0.314,1901,464,153,3011,4064,481,0,Unknown,1,City Festival,0,1,Rain,32.3,11.6,67,0,Unknown,0.0,0,0,0,7.61,8,0,19,0,10,7,2026,4,Evening Peak
